Ensembl Gene ID	Associated Gene Name	Descriptio
C37A2.8	C37A2.8	Protein C37A2.8, isoform a 
C17F3.3	C17F3.3	Protein C17F3.3 
F52F12.4	lsl-1	Protein LSL-1 
C48B6.4	C48B6.4	Protein C48B6.4 
Y110A7A.18	ppw-2	Protein PPW-2 
F27D4.4	F27D4.4	Zinc finger CCCH domain-containing protein 15 homolog 
F57C9.3	F57C9.3	Protein F57C9.3 
C37A5.5	C37A5.5	Protein C37A5.5 
W04A8.5	W04A8.5	Protein W04A8.5 
C34B7.2	C34B7.2	Protein C34B7.2 
T07D10.3	T07D10.3	Protein T07D10.3 
C03D6.1	C03D6.1	Protein C03D6.1 
F36D1.1	madf-2	Protein MADF-2 
M05B5.2	M05B5.2	Protein M05B5.2 
Y54E10A.9	vbh-1	Protein VBH-1, isoform a 
W04A8.9	W04A8.9	Protein W04A8.9 
Y53H1C.1	aat-9	Protein AAT-9, isoform b 
C48E7.11	cebp-2	Protein CEBP-2 
Y71F9AL.4	Y71F9AL.4	Protein Y71F9AL.4 
ZK1225.4	ZK1225.4	Protein ZK1225.4 
C17H1.3	C17H1.3	Protein C17H1.3 
W09C5.7	W09C5.7	Protein W09C5.7, isoform a 
T28F4.6	T28F4.6	Protein T28F4.6 
K07A12.2	egg-6	Protein EGG-6 
F15D3.8	F15D3.8	Protein F15D3.8 
Y71F9AM.5	nxt-1	NTF2-related export protein 
Y95B8A.6	Y95B8A.6	Protein Y95B8A.6, isoform a 
C17H1.6	C17H1.6	Protein C17H1.6 
T23B3.1	T23B3.1	Protein T23B3.1, isoform b 
Y119C1B.9	zig-9	Protein ZIG-9 
W09C5.2	unc-59	Protein UNC-59 
C54C8.11	gly-15	Protein GLY-15 
C32E12.4	C32E12.4	Protein C32E12.4 
Y47G6A.22	Y47G6A.22	Protein Y47G6A.22 
C48B6.9	C48B6.9	Protein C48B6.9 
T05F1.10	dhs-4	Protein DHS-4 
Y92H12BR.7	Y92H12BR.7	Protein Y92H12BR.7 
Y26D4A.8	Y26D4A.8	Protein Y26D4A.8 
K09H9.5	K09H9.5	Protein K09H9.5 
W01A8.4	nuo-6	Protein NUO-6 
F35E2.9	F35E2.9	Protein F35E2.9 
T27F6.10	T27F6.10	Protein T27F6.10 
ZK993.2	ZK993.2	Protein ZK993.2 
C49G9.1	C49G9.1	Protein C49G9.1 
F46F11.6	F46F11.6	Protein F46F11.6 
F56C11.2	ptr-11	Protein PTR-11 
R06A10.4	R06A10.4	Protein R06A10.4 
F46A8.8	F46A8.8	Protein F46A8.8 
R05D7.2	R05D7.2	Protein R05D7.2 
F15D3.1	dys-1	Dystrophin-1 
K11B4.2	K11B4.2	Protein MEF2BNB homolog 
C50F2.1	C50F2.1	Protein C50F2.1 
R119.2	R119.2	Protein R119.2 
W02D3.1	cytb-5.2	Protein CYTB-5.2 
M01E5.3	M01E5.3	Protein M01E5.3, isoform b 
K06A5.6	acdh-3	Protein ACDH-3 
C49A1.6	clec-115	Protein CLEC-115 
Y105E8A.16	rps-20	Protein RPS-20 
Y71F9B.16	dnj-30	Protein DNJ-30 
T22E7.2	dhhc-11	Protein T22E7.2 
F39B2.11	mtx-1	Metaxin-1 homolog 
C47F8.8	nhr-81	Protein NHR-81 
C25A1.9	rsa-1	Protein RSA-1, isoform a 
Y37E3.4	moag-4	Protein MOAG-4 
Y54E5A.6	Y54E5A.6	Protein Y54E5A.6 
DY3.6	mfb-1	Protein MFB-1 
C45E1.5	C45E1.5	Protein C45E1.5 
F13G3.6	F13G3.6	Protein F13G3.6 
C06A5.6	C06A5.6	Protein C06A5.6 
F55D12.4	unc-55	Protein UNC-55, isoform b 
F54C1.6	F54C1.6	Protein F54C1.6 
Y23H5B.7	Y23H5B.7	Protein Y23H5B.7, isoform a 
R12E2.3	rpn-8	Protein RPN-8 
F10G8.4	eak-6	Protein EAK-6, isoform b 
Y52B11A.9	Y52B11A.9	Protein Y52B11A.9 
C47B2.7	selb-1	Protein SELB-1, isoform b 
Y44E3A.3	trx-4	Protein TRX-4 
E03H4.10	clec-17	Protein CLEC-17 
F26E4.8	tba-1	Protein TBA-1, isoform b 
T09B4.8	T09B4.8	Protein T09B4.8 
Y71A12B.2	Y71A12B.2	Protein Y71A12B.2 
Y76G2A.1	Y76G2A.1	Protein Y76G2A.1 
C04F12.3	ikb-1	Protein IKB-1 
Y105E8A.24	Y105E8A.24	Protein Y105E8A.24, isoform a 
F32H2.7	F32H2.7	Protein F32H2.7 
F36D1.14	F36D1.14	Protein F36D1.13 
K02A11.1	gfi-2	Protein GFI-2, isoform b 
T28F2.6	col-50	Protein COL-50 
F59C6.18	F59C6.18	Protein F59C6.18 
Y51F10.4	Y51F10.4	Protein Y51F10.4, isoform a 
C41D11.8	cps-6	Endonuclease G, mitochondrial 
B0379.7	B0379.7	Protein B0379.7 
R06C7.3	dhp-1	Dihydropyrimidinase 1 
C54G4.6	dod-18	Protein DOD-18 
C47F8.1	C47F8.1	Protein C47F8.1 
W06D4.1	hgo-1	Homogentisate 1,2-dioxygenase 
F26B1.7	let-381	Protein LET-381 
F14B4.2	F14B4.2	Protein F14B4.2, isoform b 
Y20F4.4	Y20F4.4	Protein Y20F4.4 
T27A3.5	T27A3.5	Protein T27A3.5 
ZK265.3	ZK265.3	Protein ZK265.3 
W09G3.2	maea-1	Protein MAEA-1 
Y26D4A.5	Y26D4A.5	Protein Y26D4A.5 
F56A3.5	bro-1	Protein BRO-1 
F27C1.1	F27C1.1	Protein F27C1.1 
Y48G1A.1	Y48G1A.1	Protein Y48G1A.1 
Y34D9A.6	glrx-10	Protein GLRX-10 
C32E8.10	unc-11	Phosphatidylinositol-binding clathrin assembly protein unc-11 
T06A4.1	T06A4.1	Protein T06A4.1, isoform b 
M01E5.5	top-1	DNA topoisomerase 1 
R09B3.5	mag-1	Protein mago nashi homolog 
F27C1.8	dpy-5	Cuticle collagen dpy-5 
Y54E10BR.4	Y54E10BR.4	Protein Y54E10BR.4 
W08E3.1	snr-2	Probable small nuclear ribonucleoprotein-associated protein B 
Y95D11A.1	Y95D11A.1	Protein Y95D11A.1 
K10D3.1	glr-3	Protein GLR-3 
F26E4.11	hrdl-1	E3 ubiquitin-protein ligase hrd-like protein 1 
T27F6.8	T27F6.8	Protein T27F6.8 
Y71A12B.12	Y71A12B.12	Protein Y71A12B.12, isoform a 
C36B1.4	pas-4	Proteasome subunit alpha type-7 
D1007.9	D1007.9	Protein D1007.9 
C26C6.8	C26C6.8	Protein C26C6.8 
Y52B11A.1	spe-38	Protein SPE-38 
E01A2.6	E01A2.6	Protein E01A2.6 
F45H11.6	maf-1	Protein MAF-1 
F56H6.9	F56H6.9	Protein F56H6.9 
Y65B4BR.5	icd-2	Nascent polypeptide-associated complex subunit alpha 
T23G11.4	T23G11.4	Protein T23G11.4 
F23C8.11	F23C8.11	Protein F23C8.11 
C10G11.10	C10G11.10	Protein C10G11.10 
C55B7.5	uri-1	Protein URI-1 
Y54E10A.4	fog-1	Protein FOG-1, isoform b 
T26E3.4	T26E3.4	Protein T26E3.4 
T12F5.4	lin-59	Probable histone-lysine N-methyltransferase lin-59 
Y48G1BL.6	Y48G1BL.6	Protein Y48G1BL.6 
T10E9.3	T10E9.3	Protein T10E9.3 
Y92H12BL.2	Y92H12BL.2	Protein Y92H12BL.2 
H27M09.1	sacy-1	Protein SACY-1 
C32F10.8	C32F10.8	Protein C32F10.8, isoform a 
K07G5.3	mks-6	Protein MKS-6 
F42H11.2	lem-3	Protein LEM-3 
T03F1.6	T03F1.6	Protein T03F1.6, isoform a 
F22D6.2	F22D6.2	Protein F22D6.2 
W09C3.4	W09C3.4	Probable DNA-directed RNA polymerase III subunit RPC6 
Y39G10AR.6	ugt-31	Protein UGT-31 
F30A10.1	calm-1	Protein CALM-1 
F55A12.4	dhs-2	Protein DHS-2, isoform a 
Y48G8AL.1	herc-1	Protein HERC-1 
F08A8.3	F08A8.3	Protein F08A8.3 
M04F3.2	M04F3.2	Protein M04F3.2 
Y40B1B.8	Y40B1B.8	Protein Y40B1B.8 
Y106G6D.7	Y106G6D.7	Protein Y106G6D.7 
D2030.8	D2030.8	Protein D2030.8 
F20G4.2	F20G4.2	Protein F20G4.2 
F21F3.1	pgal-1	Probable peptidyl-alpha-hydroxyglycine alpha-amidating lyase F21F3.1 
D1081.12	D1081.12	Protein D1081.12 
Y119C1A.1	Y119C1A.1	Protein Y119C1A.1 
Y92H12BM.1	Y92H12BM.1	Protein Y92H12BM.1 
F33E2.4	F33E2.4	Protein F33E2.4 
B0205.2	srz-85	Protein SRZ-85, isoform b 
Y71F9AL.14	dnc-5	Protein DNC-5 
F07A5.4	F07A5.4	Protein F07A5.4 
Y71G12B.14	lsm-6	Protein LSM-6 
T06G6.3	T06G6.3	Protein T06G6.3, isoform b 
K07A3.3	K07A3.3	Protein K07A3.3, isoform b 
Y106G6H.13	Y106G6H.13	Protein Y106G6H.13 
B0261.9	B0261.9	Protein B0261.9 
T05E8.1	ferl-1	Protein FERL-1 
F23C8.9	F23C8.9	Protein TIPIN homolog 
B0207.8	B0207.8	Protein B0207.8 
Y54E10BR.2	Y54E10BR.2	Protein Y54E10BR.2 
T06D10.2	chaf-1	Protein CHAF-1 
F56G4.3	pes-2.2	Protein PES-2.1 
Y51F10.11	Y51F10.11	Protein Y51F10.11 
DY3.1	tin-13	Mitochondrial import inner membrane translocase subunit tim-13 
C54C8.6	lys-9	Protein LYS-9 
R12E2.11	R12E2.11	Protein R12E2.11 
K07A1.13	K07A1.13	Protein K07A1.13 
Y105E8B.2	exoc-8	Protein EXOC-8, isoform a 
C50F2.8	magu-3	Protein MAGU-3 
F39H2.4	syp-3	Protein SYP-3 
Y105E8A.8	Y105E8A.8	Protein Y105E8A.8 
F28B3.7	him-1	Protein HIM-1, isoform a 
F16C3.2	F16C3.2	Protein F16C3.2 
Y71G12B.31	Y71G12B.31	Protein Y71G12B.31 
Y47H9C.1	Y47H9C.1	Protein Y47H9C.1 
E02D9.1	E02D9.1	Protein E02D9.1, isoform c 
F43G9.12	F43G9.12	Protein F43G9.12, isoform a 
T10B11.3	ztf-4	Protein ZTF-4 
ZC434.4	ZC434.4	Ribosomal RNA-processing protein 7 homolog 
C48E7.8	oac-9	Protein OAC-9 
D2030.6	prg-1	Protein PRG-1 
F37F2.2	F37F2.2	Probable signal recognition particle 19 kDa protein 
C44E4.1	C44E4.1	Protein C44E4.1, isoform c 
H31G24.1	H31G24.1	Protein H31G24.1 
Y65B4BR.8	Y65B4BR.8	Protein Y65B4BR.8 
F13G3.1	ztf-2	Protein ZTF-2 
F52F12.7	strl-1	Uncharacterized protein F52F12.7 
Y18H1A.2	Y18H1A.2	Protein Y18H1A.2 
K12C11.5	K12C11.5	Protein K12C11.5 
ZK1025.9	nhr-113	Protein NHR-113 
T02E1.7	T02E1.7	Uncharacterized protein T02E1.7 
Y119C1B.5	Y119C1B.5	Protein Y119C1B.5 
T19B4.2	npp-7	Protein NPP-7 
Y106G6H.1	Y106G6H.1	Protein Y106G6H.1 
T23B3.3	rmd-5	Protein RMD-5 
B0511.4	tag-344	Protein TAG-344 
F47G4.3	gpdh-1	Protein GPDH-1 
Y47H10A.5	Y47H10A.5	Protein Y47H10A.5 
Y73E7A.4	cpx-1	Putative complexin-1 
K04F10.7	K04F10.7	Protein K04F10.7 
F53G12.8	F53G12.8	Protein F53G12.8 
F52F12.5	F52F12.5	Protein F52F12.5 
T02E1.3	gla-3	Protein GLA-3, isoform a 
F26B1.1	F26B1.1	Protein F26B1.1 
Y47G6A.8	crn-1	Flap endonuclease 1 
T28B8.5	del-4	Protein DEL-4 
F18C12.1	che-3	Cytoplasmic dynein 2 heavy chain 1 
F14B6.4	F14B6.4	Protein F14B6.4 
F45H11.1	sptf-1	Protein SPTF-1, isoform a 
C46H11.10	C46H11.10	Protein C46H11.10, isoform a 
C37A5.1	best-8	Protein BEST-8 
F27D4.2	lsy-22	Protein LSY-22, isoform b 
W05B5.3	nhr-85	Nuclear hormone receptor family member nhr-85 
Y87G2A.10	vps-28	Vacuolar protein sorting-associated protein 28 homolog 
F59A3.6	rpa-4	Protein RPA-4 
Y54E5A.2	Y54E5A.2	Protein Y54E5A.2 
F47G4.7	smd-1	S-adenosylmethionine decarboxylase proenzyme S-adenosylmethionine decarboxylase alpha chain S-adenosylmethionine decarboxylase beta chain
ZK1025.10	nhr-245	Protein NHR-245 
F36F2.7	F36F2.7	Protein F36F2.7 
T28B8.2	ins-18	Protein INS-18 
C46H11.1	C46H11.1	Protein C46H11.1 
C16C2.2	eat-16	Protein EAT-16, isoform a 
F25F8.2	glc-2	Glutamate-gated chloride channel subunit beta 
T10E9.8	T10E9.8	Protein T10E9.8 
Y87G2A.4	aex-6	Protein AEX-6 
Y106G6E.4	Y106G6E.4	Probable 5-formyltetrahydrofolate cyclo-ligase 
Y48G1BM.6	Y48G1BM.6	Protein Y48G1BM.6 
F39H11.5	pbs-7	Protein PBS-7 
F57B10.12	mei-2	Meiotic spindle formation protein 2 
C53H9.2	C53H9.2	Protein C53H9.2, isoform a 
F37D6.2	F37D6.2	Protein F37D6.2, isoform b 
F36F2.5	tax-2	Protein TAX-2 
C06A5.4	madf-7	Protein MADF-7 
ZK1053.6	ZK1053.6	Protein ZK1053.6 
T15D6.8	T15D6.8	Protein T15D6.8 
F53B6.4	F53B6.4	Protein F53B6.4, isoform a 
T09E11.10	T09E11.10	Protein T09E11.10 
R119.5	R119.5	Protein R119.5, isoform b 
ZK973.10	lpd-5	Protein LPD-5 
D1007.18	D1007.18	Protein D1007.18 
C26C6.1	pbrm-1	Protein PBRM-1, isoform a 
F54C1.1	F54C1.1	Protein F54C1.1 
F15H9.4	sri-16	Protein SRI-16 
K07G5.5	K07G5.5	Protein K07G5.5 
ZC123.3	zfh-2	Protein ZFH-2 
T15D6.7	glct-3	Protein GLCT-3 
K04G2.2	aho-3	Protein AHO-3 
F39B2.3	F39B2.3	Protein F39B2.3 
Y47G6A.6	pcaf-1	Protein PCAF-1 
Y105E8A.22	exc-4	Chloride intracellular channel exc-4 
Y47G6A.19	Y47G6A.19	Protein Y47G6A.19, isoform c 
Y6B3B.4	Y6B3B.4	Protein Y6B3B.4 
F25H2.11	tct-1	Translationally-controlled tumor protein homolog 
F56H1.6	rad-8	Protein RAD-8 
F21F3.6	F21F3.6	Protein F21F3.6 
W04G5.5	W04G5.5	Protein W04G5.5 
T23G11.2	gna-2	Protein GNA-2 
F25H5.4	eef-2	Elongation factor 2 
F28B3.4	F28B3.4	Protein F28B3.4 
F46A9.4	skr-2	Protein SKR-2 
K05C4.6	hmp-2	Protein humpback-2 
Y44E3A.1	Y44E3A.1	Protein Y44E3A.1, isoform a 
H31B20.2	H31B20.2	Protein H31B20.2 
Y71F9AL.12	Y71F9AL.12	Protein Y71F9AL.12 
F59A3.5	rpa-3	Protein RPA-3 
R12E2.10	egg-5	Protein EGG-5 
F33H2.3	F33H2.3	Acidic leucine-rich nuclear phosphoprotein 32-related protein 1 
C47B2.5	eif-6	Eukaryotic translation initiation factor 6 
Y39G10AR.3	nekl-1	Protein NEKL-1 
D1081.2	unc-120	Protein UNC-120 
Y53C10A.5	Y53C10A.5	Protein Y53C10A.5 
W02D3.4	W02D3.4	Protein W02D3.4 
K10D3.3	taf-11.2	Protein TAF-11.2 
Y110A7A.8	prp-31	Protein PRP-31 
F26A3.2	ncbp-2	Nuclear cap-binding protein subunit 2 
F55H12.4	F55H12.4	Protein F55H12.4 
R06C7.9	ztf-15	Protein ZTF-15, isoform a 
C09H6.1	spr-4	Suppressor of presenilin protein 4 
T22C1.10	rbg-2	Rab3 GTPase-activating protein regulatory subunit 
F40E3.7	F40E3.7	Protein F40E3.7 
C27A12.7	C27A12.7	Protein C27A12.7, isoform a 
F59A3.12	F59A3.12	Protein F59A3.12 
F49D11.8	cpn-4	Protein CPN-4 
ZK265.5	sre-23	Protein SRE-23 
F28C12.1	sra-17	Serpentine receptor class alpha-17 
T21E12.5	T21E12.5	Protein T21E12.5 
F28H1.1	F28H1.1	Protein F28H1.1 
C34B2.6	C34B2.6	Lon protease homolog, mitochondrial 
F26A3.1	F26A3.1	Protein F26A3.1 
H26D21.1	hus-1	Protein HUS-1 
Y71A12C.2	Y71A12C.2	Protein Y71A12C.2 
F33D11.4	ceh-12	Homeobox protein ceh-12 
F16D3.6	F16D3.6	Protein F16D3.6 
B0511.10	eif-3.E	Eukaryotic translation initiation factor 3 subunit E 
M04F3.5	M04F3.5	Protein M04F3.5 
F29D10.3	F29D10.3	Protein F29D10.3 
F26E4.6	F26E4.6	Protein F26E4.6 
Y48G1C.6	Y48G1C.6	Protein Y48G1C.6 
Y73E7A.5	Y73E7A.5	Protein Y73E7A.5 
C01H6.3	C01H6.3	Protein C01H6.3 
W03D8.1	W03D8.1	Protein W03D8.1 
Y48G1C.1	Y48G1C.1	Protein Y48G1C.1 
C35E7.2	C35E7.2	Protein C35E7.2, isoform a 
Y6B3B.9	Y6B3B.9	Protein Y6B3B.9, isoform b 
C15C6.4	C15C6.4	Protein C15C6.4 
Y34D9A.8	Y34D9A.8	Protein Y34D9A.8, isoform b 
Y23H5A.2	Y23H5A.2	Protein Y23H5A.2 
T05F1.3	rps-19	40S ribosomal protein S19 
B0261.6	B0261.6	Protein B0261.6, isoform a 
W05F2.8	W05F2.8	Protein W05F2.8 
F36H2.6	F36H2.6	Protein F36H2.6 
D2030.5	mce-1	Protein MCE-1 
F56H6.7	F56H6.7	Protein F56H6.7 
Y39G10AR.21	Y39G10AR.21	Protein Y39G10AR.21 
M04C7.4	M04C7.4	Protein M04C7.4 
F36A2.11	F36A2.11	Protein F36A2.11 
C43E11.10	cdc-6	Protein CDC-6 
F30A10.11	F30A10.11	Protein F30A10.11 
ZC434.3	ZC434.3	Protein ZC434.3 
ZC328.2	ZC328.2	Protein ZC328.2 
Y39G10AR.10	epg-2	Ectopic P granules protein 2 
B0414.3	hil-5	Histone H1.5 
F54A5.3	shc-1	Protein SHC-1, isoform a 
F53F10.2	F53F10.2	Protein F53F10.2, isoform a 
B0205.4	B0205.4	Protein B0205.4 
T05F1.6	hsr-9	Protein HSR-9 
F54C1.9	sst-20	Protein SST-20 
F22D6.4	nduf-6	Probable NADH dehydrogenase
R06A10.2	gsa-1	Protein GSA-1 
ZK1225.1	ZK1225.1	Protein ZK1225.1 
F33E2.10	F33E2.10	Protein F33E2.10 
Y37H9A.1	Y37H9A.1	Protein Y37H9A.1, isoform a 
Y47G6A.1	inx-21	Protein INX-21 
W09G3.6	W09G3.6	Protein W09G3.6, isoform a 
C54C8.1	nhr-169	Nuclear hormone receptor family member nhr-169 
C01A2.5	C01A2.5	Protein C01A2.5 
F28B3.5	F28B3.5	Protein F28B3.5, isoform a 
K07G5.2	xpa-1	Protein XPA-1 
T21G5.5	asd-2	Protein ASD-2, isoform b 
Y47G6A.14	Y47G6A.14	Protein Y47G6A.14 
T21E3.1	egg-4	Protein EGG-4 
C36F7.1	irx-1	Putative iroquois-class homeodomain protein irx-1 
C10H11.10	kca-1	Protein KCA-1 
C32F10.6	nhr-2	Nuclear hormone receptor family member nhr-2 
Y63D3A.5	tfg-1	Protein TFG-1 
K02B12.8	zhp-3	Protein ZHP-3, isoform a 
F56G4.5	png-1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase 
ZK973.2	cec-10	Protein CEC-10 
W05F2.5	fbxa-203	Protein FBXA-203 
Y47G6A.33	Y47G6A.33	Protein Y47G6A.33 
T22C1.2	glb-26	Protein GLB-26 
C36B1.9	C36B1.9	Protein C36B1.9 
C50F2.4	C50F2.4	Protein C50F2.4 
T23D8.3	T23D8.3	Protein LTV1 homolog 
Y54E5A.8	Y54E5A.8	Protein Y54E5A.8, isoform a 
F44F1.3	F44F1.3	Protein F44F1.3 
W03F11.2	gcy-17	Protein GCY-17 
Y71G12A.2	Y71G12A.2	Protein Y71G12A.2, isoform c 
F56H1.1	che-14	Protein CHE-14 
Y71F9B.5	lin-17	Protein LIN-17, isoform a 
C32E8.1	C32E8.1	Protein C32E8.1 
W04C9.5	W04C9.5	Protein W04C9.5 
K02F2.6	ser-3	Protein SER-3 
Y18D10A.7	ptr-17	Protein PTR-17, isoform c 
F22D6.8	F22D6.8	Protein F22D6.8 
F30F8.8	taf-5	Protein TAF-5 
C24A11.9	coq-1	Protein COQ-1 
Y47G6A.31	Y47G6A.31	Protein Y47G6A.31 
F13G3.3	F13G3.3	UPF0392 protein F13G3.3 
W10C8.4	W10C8.4	Protein W10C8.4, isoform a 
Y71F9AL.7	Y71F9AL.7	Protein Y71F9AL.7 
Y39G10AR.17	sydn-1	Protein SYDN-1 
ZK909.2	kin-1	cAMP-dependent protein kinase catalytic subunit 
B0205.8	B0205.8	Protein B0205.8 
Y37E3.17	Y37E3.17	Protein Y37E3.17, isoform b 
F12B6.2	F12B6.2	Protein F12B6.2, isoform a 
Y37F4.5	Y37F4.5	Protein Y37F4.5 
Y65B4BL.1	Y65B4BL.1	Protein Y65B4BL.1, isoform a 
Y54E10BL.5	nduf-5	Protein NDUF-5 
ZC334.12	ZC334.12	Protein ZC334.12 
Y18H1A.13	col-46	Protein COL-46 
C11D9.1	cgef-2	Protein CGEF-2 
Y71F9B.8	lron-11	Protein LRON-11 
T08B2.3	T08B2.3	Protein T08B2.3 
Y53H1B.4	Y53H1B.4	Protein Y53H1B.4 
Y71F9AL.8	Y71F9AL.8	Protein Y71F9AL.8 
F32A7.8	F32A7.8	Protein F32A7.8 
DY3.8	DY3.8	Protein DY3.8 
T23D8.8	cfi-1	AT-rich interactive domain-containing protein cfi-1 
F58D5.9	F58D5.9	Protein F58D5.9 
F13G3.12	F13G3.12	Protein F13G3.12 
T09B4.4	T09B4.4	Protein T09B4.4 
F52B5.7	F52B5.7	Protein F52B5.7 
T01G9.4	npp-2	Protein NPP-2 
F10D11.4	F10D11.4	Protein F10D11.4 
Y18H1A.3	Y18H1A.3	Protein Y18H1A.3 
Y18D10A.17	car-1	Protein CAR-1 
W10D5.1	mef-2	Protein MEF-2 
F27C1.11	F27C1.11	Protein F27C1.11 
Y110A7A.20	ift-20	Protein IFT-20 
Y18D10A.22	Y18D10A.22	Protein Y18D10A.22 
Y92H12A.3	Y92H12A.3	Protein Y92H12A.3 
D1007.15	D1007.15	Protein D1007.15 
C31H5.4	C31H5.4	Protein C31H5.4 
C10G11.6	C10G11.6	Protein C10G11.6, isoform b 
Y48G8AL.11	haf-6	Protein HAF-6 
R06C1.2	fdps-1	Protein FDPS-1 
Y71G12B.8	Y71G12B.8	Protein Y71G12B.8 
K04H8.3	K04H8.3	Protein K04H8.3 
H15N14.1	adr-1	Protein ADR-1, isoform c 
F08A10.1	kcnl-2	Protein KCNL-2, isoform e 
W02D3.11	hrpf-1	Protein HRPF-1, isoform a 
Y71G12B.15	ubc-3	Protein UBC-3 
F47B3.2	F47B3.2	Protein F47B3.2 
K07A1.15	K07A1.15	Protein K07A1.15 
F32H2.2	mdt-31	Mediator of RNA polymerase II transcription subunit 31 
T09B4.1	T09B4.1	Protein T09B4.1 
F32B5.6	F32B5.6	Protein F32B5.6, isoform a 
F27D4.8	F27D4.8	Protein F27D4.8 
M01A10.1	M01A10.1	Protein M01A10.1 
ZK484.3	ZK484.3	Protein ZK484.3 
Y105E8A.11	Y105E8A.11	Protein Y105E8A.11 
Y47H9C.7	Y47H9C.7	Protein Y47H9C.7 
T09E11.6	T09E11.6	Protein T09E11.6 
Y71F9B.13	Y71F9B.13	Protein Y71F9B.13, isoform a 
C41D11.3	C41D11.3	Protein C41D11.3, isoform b 
C45E1.4	C45E1.4	Protein C45E1.4 
Y71G12B.10	Y71G12B.10	Protein Y71G12B.10 
T05E7.4	T05E7.4	Protein T05E7.4 
Y40B1B.7	Y40B1B.7	Protein Y40B1B.7 
T22A3.3	lst-1	Protein LST-1, isoform a 
Y23H5B.3	Y23H5B.3	Protein Y23H5B.3 
F39H2.3	F39H2.3	Protein F39H2.3 
F22G12.1	F22G12.1	Protein F22G12.1 
D1007.12	rpl-24.1	60S ribosomal protein L24 
T15D6.2	gly-16	Protein GLY-16 
K07A1.1	K07A1.1	Protein K07A1.1 
C43E11.3	met-1	Protein MET-1, isoform a 
T04D1.2	T04D1.2	Protein T04D1.2 
C47F8.6	C47F8.6	Protein C47F8.6 
F25H2.6	F25H2.6	Protein F25H2.6 
T23H2.1	npp-12	Protein NPP-12 
T02G6.6	T02G6.6	Protein T02G6.6 
C30F12.5	C30F12.5	Protein C30F12.5, isoform a 
Y106G6G.2	Y106G6G.2	Protein Y106G6G.2 
K11D2.4	K11D2.4	Protein K11D2.4, isoform a 
C48E7.6	C48E7.6	Protein C48E7.6 
F37E3.2	lron-6	Protein LRON-6 
T28F4.3	T28F4.3	Protein T28F4.3 
Y95B8A.2	Y95B8A.2	Protein Y95B8A.2 
T20F5.8	T20F5.8	Protein T20F5.8 
C30F8.4	kin-32	Protein KIN-32, isoform a 
F55D12.1	F55D12.1	Protein F55D12.1 
Y39G10AL.3	cdk-7	Protein CDK-7 
C25A1.13	mrpl-34	Protein MRPL-34 
F52A8.6	F52A8.6	NF-kappa-B inhibitor-interacting Ras-like protein 
Y37F4.1	Y37F4.1	Protein Y37F4.1 
K07A12.7	mrps-15	28S ribosomal protein S15, mitochondrial 
Y74C9A.3	homt-1	Alpha N-terminal protein methyltransferase 1 
D1007.6	rps-10	Protein RPS-10 
C15A11.4	C15A11.4	Protein C15A11.4 
W04A4.3	W04A4.3	Protein W04A4.3 
F48C1.1	aman-3	Protein AMAN-3 
B0414.6	glh-3	ATP-dependent RNA helicase glh-3 
C34G6.6	noah-1	Protein NOAH-1, isoform a 
R11A5.1	apb-3	Protein APB-3, isoform a 
C10H11.5	ugt-27	Protein UGT-27 
Y106G6H.8	Y106G6H.8	Protein Y106G6H.8 
Y92H12BR.2	Y92H12BR.2	Protein Y92H12BR.2 
F17B5.1	F17B5.1	Protein F17B5.1, isoform a 
T10B11.2	T10B11.2	Protein T10B11.2 
K05C4.1	pbs-5	Protein PBS-5 
C01G8.4	dnj-4	Protein DNJ-4 
R10A10.2	rbx-2	Protein RBX-2 
Y54E10BL.1	Y54E10BL.1	Protein Y54E10BL.1 
F36A2.3	F36A2.3	Protein F36A2.3 
Y92H12BL.4	Y92H12BL.4	Protein Y92H12BL.4 
T27A3.1	T27A3.1	Protein T27A3.1, isoform a 
T05E7.1	T05E7.1	Protein T05E7.1 
Y54E5B.2	Y54E5B.2	Protein Y54E5B.2 
Y54E10BR.7	mod-5	Protein MOD-5 
W03F11.6	afd-1	Protein AFD-1, isoform a 
C55B7.12	che-1	Transcription factor che-1 
C45G3.4	C45G3.4	Protein C45G3.4 
T22C1.8	T22C1.8	Protein T22C1.8 
F56C11.5	F56C11.5	Protein F56C11.5, isoform b 
C54C8.5	glct-5	Protein GLCT-5 
C55B7.10	C55B7.10	Protein C55B7.10 
F43G9.1	idha-1	Probable isocitrate dehydrogenase
F49B2.2	fbxb-67	Protein FBXB-67 
Y52B11A.7	mltn-2	Protein MLTN-2 
F36D1.3	sru-47	Protein SRU-47 
Y47D9A.3	Y47D9A.3	Protein Y47D9A.3 
Y65B4BL.7	Y65B4BL.7	Protein Y65B4BL.7 
VF36H2L.1	aph-1	Gamma-secretase subunit aph-1 
F07A5.3	scav-6	Protein SCAV-6 
F55A3.6	F55A3.6	Protein F55A3.6 
W02D9.3	hmg-20	Protein HMG-20 
ZK337.1	tep-1	Protein TEP-1, isoform b 
F57B10.5	F57B10.5	Protein F57B10.5 
B0041.3	B0041.3	Protein B0041.3 
Y105E8B.7	Y105E8B.7	Protein Y105E8B.7 
C17H1.14	C17H1.14	Protein C17H1.14 
H37N21.1	hpo-11	Protein HPO-11 
