Ensembl Gene ID	Associated Gene Name	Descriptio
AT2G01540	AT2G01540	calcium-dependent lipid-binding domain-containing protein
AT1G48870	AT1G48870	WD40 domain-containing protein
AT3G50840	AT3G50840	Phototropic-responsive NPH3 family protein
AT4G35100	PIP2;7	aquaporin PIP2-7
AT1G34044	AT1G34044	unknown pseudogene
AT2G34204	MIR399E	MIR399E miRNA
AT1G36950	AT1G36950	RING/U-box domain-containing protein
AT4G09090	AT4G09090	carbohydrate-binding X8 domain-containing protein
AT1G12430	PAK	armadillo repeat-containing kinesin-like protein 3
AT3G58795	AT3G58795	other RNA
AT3G17440	NPSN13	Novel plant SNARE 13
AT1G56320	AT1G56320	uncharacterized protein
AT1G27671	AT1G27671	pseudogene
AT1G50880	AT1G50880	putative F-box protein
AT1G44830	AT1G44830	ethylene-responsive transcription factor ERF014
AT3G46086	AT3G46086	uncharacterized protein
AT4G16180	AT4G16180	uncharacterized protein
AT4G15396	CYP702A6	cytochrome P450, family 702, subfamily A, polypeptide 6
AT5G41120	AT5G41120	Esterase/lipase/thioesterase family protein
AT5G45190	AT5G45190	cyclin-T1-5
AT1G01300	AT1G01300	aspartyl protease-like protein
AT2G43790	MAPK6	mitogen-activated protein kinase 6
AT5G32431	AT5G32431	transposable element gene
AT5G66820	AT5G66820	uncharacterized protein
AT1G44840	AT1G44840	transposable element gene
AT3G01080	WRKY58	WRKY DNA-binding protein 58
AT1G36925	AT1G36925	uncharacterized protein
AT1G22180	AT1G22180	sec.4-like phosphatidylinositol transfer protein
AT1G40076	AT1G40076	transposable element gene
AT1G30670	AT1G30670	transcription factor bHLH52
AT3G20075	CYP705A14P	a pseudogene with cytochrome P450 domain
AT1G17450	AT1G17450	B-block binding subunit of TFIIIC
AT3G60190	ADL1E	dynamin-related protein 1E
AT1G61630	ATENT7	equilibrative nucleoside transporter 7
AT5G37445	AT5G37445	pseudogene
AT5G18260	AT5G18260	protein binding / zinc ion binding protein
AT5G38450	CYP735A1	cytokinin trans-hydroxylase
AT2G33793	AT2G33793	uncharacterized protein
AT1G79670	RFO1	wall-associated receptor kinase-like 22
AT5G19380	CLT1	CRT (chloroquine-resistance transporter)-like transporter 1
AT2G13706	AT2G13706	Pseudogene of AT4G15975zinc finger (C3HC4-type RING finger) family protein
AT1G68170	AT1G68170	nodulin MtN21 /EamA-like transporter family protein
AT4G14230	AT4G14230	CBS domain-containing protein with a domain of unknown function (DUF21)
AT3G55580	AT3G55580	regulator of chromosome condensation repeat-containing protein
AT4G14810	AT4G14810	uncharacterized protein
AT5G18362	AT5G18362	Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesis
AT1G42450	AT1G42450	transposable element gene
AT4G08980	FBW2	F-box protein FBW2
AT2G22390	ATRABA4E	pseudogene
AT3G06962	AT3G06962	other RNA
AT2G12740	AT2G12740	transposable element gene
AT1G51240	AT1G51240	Plant self-incompatibility protein S1 family
AT5G05985	AT5G05985	pre-tRNA
AT5G07070	CIPK2	CBL-interacting serine/threonine-protein kinase 2
AT3G42786	AT3G42786	uncharacterized protein
AT1G07130	STN1	CST complex subunit STN1
AT4G08590	ORL1	E3 ubiquitin-protein ligase ORTHRUS-LIKE 1
AT2G44080	ARL	ARGOS-like protein
AT2G18400	AT2G18400	large subunit ribosomal protein L6
AT5G32215	AT5G32215	transposable element gene
AT5G62320	MYB99	myb proto-oncogene protein
AT1G42110	AT1G42110	transposable element gene
AT1G04820	TUA4	tubulin alpha-2/alpha-4 chain
AT3G42770	AT3G42770	putative F-box/LRR-repeat protein
AT2G39210	AT2G39210	major facilitator protein
AT5G23950	AT5G23950	calcium-dependent lipid-binding domain-containing protein
AT5G45110	NPR3	NPR1-like protein 3
AT2G47040	VGD1	pectinesterase 5
AT4G05583	AT4G05583
AT3G61150	HD-GL2-1	homeobox-leucine zipper protein HDG1
AT5G52990	AT5G52990	vesicle-associated membrane protein-like protein
AT1G16210	AT1G16210	uncharacterized protein
AT3G17260	AT3G17260	transposable element gene
AT3G42556	AT3G42556	transposable element gene
AT3G61980	AT3G61980	serine protease inhibitor, Kazal-type family protein
AT1G34580	AT1G34580	sugar transport protein 5
AT5G13970	AT5G13970	uncharacterized protein
AT1G02050	LAP6	Chalcone and stilbene synthase family protein
AT1G66500	AT1G66500	Pre-mRNA cleavage complex II
AT3G44444	MIR849A	MIR849a miRNA
AT4G09110	AT4G09110	putative RING-H2 finger protein ATL35
AT3G15115	AT3G15115	uncharacterized protein
AT5G24530	DMR6	downy mildew resistance 6 protein / oxidoreductase
AT4G06578	AT4G06578	transposable element gene
AT1G04030	AT1G04030	uncharacterized protein
ATMG01275	NAD1	NADH dehydrogenase 1A
AT5G26590	AT5G26590
AT3G18210	AT3G18210	oxidoreductase
AT5G01230	AT5G01230	S-adenosyl-L-methionine-dependent methyltransferase-like protein
AT5G63080	AT5G63080	transcription factor jumonji (jmjC) domain-containing protein
AT2G33920	AT2G33920	pre-tRNA
AT3G05720	IMPA-7	importin alpha isoform 7
AT2G21090	AT2G21090	pentatricopeptide repeat-containing protein
AT1G68860	AT1G68860	pre-tRNA
AT4G30500	AT4G30500	uncharacterized protein
AT5G48070	ATXTH20	xyloglucan endotransglucosylase/hydrolase protein 20
AT3G23850	AT3G23850	uncharacterized protein
AT1G18880	AT1G18880	putative peptide/nitrate transporter
AT1G50740	AT1G50740	Transmembrane proteins 14C
AT5G58780	AT5G58780	dehydrodolichyl diphosphate synthase 3
AT2G05642	AT2G05642	Nucleic acid-binding, OB-fold-like protein
AT3G11430	ATGPAT5	glycerol-3-phosphate acyltransferase 5
AT3G31350	AT3G31350	uncharacterized protein
AT3G42500	AT3G42500
AT2G26695	AT2G26695	Ran BP2/NZF zinc finger-like protein
AT3G33097	AT3G33097	transposable element gene
AT1G58220	AT1G58220	myb family transcription factor
AT5G03540	ATEXO70A1	exocyst subunit exo70 family protein A1
AT4G10520	AT4G10520	Subtilase family protein
AT3G04290	ATLTL1	GDSL esterase/lipase LTL1
AT1G42160	AT1G42160	transposable element gene
AT1G07350	AT1G07350	RNA recognition motif-containing protein
AT5G63960	EMB2780	DNA polymerase delta subunit 1
AT2G16005	AT2G16005	MD-2-related lipid recognition domain-containing protein
AT4G20340	AT4G20340	Transcription factor TFIIE, alpha subunit
AT5G08040	TOM5	mitochondrial import receptor subunit TOM5-like protein
AT4G39340	AT4G39340	uncharacterized protein
AT2G29790	AT2G29790	maternally expressed family protein
AT4G17050	UGLYAH	ureidoglycine aminohydrolase
AT4G23635	AT4G23635	pre-tRNA
ATMG00480	ATP8	Plant mitochondrial ATPase, F0 complex, subunit 8 protein
AT3G51860	CAX3	vacuolar cation/proton exchanger 3
AT2G07734	AT2G07734	ribosomal protein S4
AT5G65609	AT5G65609	uncharacterized protein
AT4G09840	AT4G09840	uncharacterized protein
AT5G02320	ATMYB3R5	myb domain protein 3r-5
AT5G66400	RAB18	dehydrin Rab18
AT5G11425	AT5G11425	uncharacterized protein
AT4G17190	FPS2	farnesyl diphosphate synthase 2
AT4G34100	AT4G34100	RING/U-box domain-containing protein
AT2G28730	AT2G28730	pre-tRNA
AT5G48090	ELP1	EDM2-like protein1
AT1G60180	AT1G60180	pseudogene
ATMG00320	ORF127	hypothetical protein
AT5G58010	LRL3	transcription factor bHLH82
AT1G36800	AT1G36800	transposable element gene
AT5G37475	AT5G37475	Translation initiation factor eIF3 subunit
AT3G27700	AT3G27700	zinc finger CCCH domain-containing protein 41
AT1G52140	AT1G52140	uncharacterized protein
AT1G18550	AT1G18550	ATP binding microtubule motor family protein
AT4G08460	AT4G08460	uncharacterized protein
AT5G41240	GSTT2	glutathione S-transferase THETA 2
AT2G37790	AT2G37790	NAD(P)-linked oxidoreductase-like protein
AT1G15950	ATCCR1	cinnamoyl coa reductase 1
AT5G43670	AT5G43670	sec23/sec24-like transport protein
AT3G23260	AT3G23260	putative F-box protein
AT3G04997	AT3G04997	uncharacterized protein
AT3G42716	AT3G42716	transposable element gene
ATMG01120	NAD1	NADH dehydrogenase 1B
AT5G08350	AT5G08350	GEM-like protein 4
AT3G31365	AT3G31365	transposable element gene
AT5G49070	KCS21	3-ketoacyl-CoA synthase 21
AT4G21730	AT4G21730	pseudogene
AT3G43860	GH9A4	endoglucanase 16
AT4G24230	ACBP3	acyl-CoA-binding domain 3
AT5G24560	AtPP2-B12	putative F-box protein PP2-B12
AT5G22310	AT5G22310	uncharacterized protein
AT1G28510	AT1G28510	Optic atrophy 3 protein (OPA3)
AT2G03932	AT2G03932	putative defensin-like protein 64
AT2G34160	AT2G34160	Alba DNA/RNA-binding protein
AT1G48240	ATNPSN12	Novel plant SNARE 12
AT1G43940	AT1G43940	transposable element gene
AT5G33355	AT5G33355	defensin-like protein 207
AT5G58390	AT5G58390	peroxidase 67
AT5G37320	AT5G37320	uncharacterized protein
AT2G29040	AT2G29040	exostosin-like protein
AT3G48195	AT3G48195	Phox (PX) domain-containing protein
AT5G43600	ATAAH-2	ureidoglycolate amidohydrolase
AT1G43290	AT1G43290	transposable element gene
AT2G05810	AT2G05810	armadillo/beta-catenin-like repeats-containing protein
AT3G29265	AT3G29265	transposable element gene
AT2G30750	CYP71A12	cytochrome P450 71A12
AT2G37010	ATNAP12	putative white-brown complex-protein 30
AT5G32426	AT5G32426	transposable element gene
AT5G31212	AT5G31212	transposable element gene
AT5G43610	ATSUC6	putative sucrose transport protein SUC6
AT1G43060	AT1G43060
AT3G23590	MED33A	REF4-related 1 protein
AT4G07338	AT4G07338	transposable element gene
AT2G24340	AT2G24340	sequence-specific DNA binding transcription factor
AT1G56110	NOP56	homolog of nucleolar protein NOP56
AT1G63370	AT1G63370	flavin-containing monooxygenase-like protein
AT2G28880	emb1997	para-aminobenzoate synthetase
AT2G21490	LEA	dehydrin LEA
AT4G05510	AT4G05510
AT4G01320	ATSTE24	CAAX prenyl protease 1-like protein
AT1G19010	AT1G19010	uncharacterized protein
AT1G70230	TBL27	trichome birefringence-like 27 protein
AT1G52830	IAA6	auxin-responsive protein IAA6
AT3G42181	AT3G42181	transposable element gene
AT1G23160	AT1G23160	auxin-responsive GH3-like protein
AT4G03437	AT4G03437	Pseudogene of AT4G03480ankyrin repeat family protein
AT1G67510	AT1G67510	leucine-rich repeat-like protein
AT5G64490	AT5G64490	pumilio-family RNA binding domain-containing protein
AT3G47320	AT3G47320	transposable element gene
AT3G52302	AT3G52302	uncharacterized protein
AT1G67780	AT1G67780	Zinc-finger domain of monoamine-oxidase A repressor R1 protein
AT1G67010	AT1G67010	pseudogene
AT3G27720	ARI4	IBR domain containing protein
AT5G17240	SDG40	protein SET DOMAIN GROUP 40
AT5G36310	AT5G36310	ECA1 gametogenesis related family protein
AT1G76830	AT1G76830	putative F-box protein
AT4G05440	EDA35	temperature sensing protein-like protein
AT1G04280	AT1G04280	protein H1flk
AT3G50050	AT3G50050	aspartyl protease family protein
AT4G26950	AT4G26950	uncharacterized protein
AT5G64840	GCN5	ABC transporter F family member 5
AT3G54700	PHT1;7	putative inorganic phosphate transporter 1-7
AT5G27944	AT5G27944	agamous-like MADS-box protein
AT5G37125	AT5G37125	transposable element gene
AT3G24310	MYB305	myb domain protein 305
AT3G20898	AT3G20898	uncharacterized protein
AT4G04490	CRK36	cysteine-rich receptor-like protein kinase 36
AT1G70645	MIR777A	MIR777a miRNA
AT3G24516	AT3G24516	uncharacterized protein
AT2G03937	AT2G03937	Defensin-like (DEFL) family protein
AT2G04510	AT2G04510	pseudogene
AT4G26400	AT4G26400	RING/U-box domain-containing protein
AT2G15760	AT2G15760	uncharacterized protein
ATCG01020	RPL32	ribosomal protein L32
AT4G27170	SESA4	seed storage albumin 4
AT5G53905	AT5G53905	uncharacterized protein
AT3G22430	AT3G22430	uncharacterized protein
AT3G17060	AT3G17060	putative pectinesterase 67
AT5G48595	AT5G48595	defensin-like protein 219
AT5G39645	AT5G39645	Defensin-like (DEFL) family protein
AT5G46530	AT5G46530	AWPM-19-like protein
AT3G55750	AT3G55750	60S ribosomal protein L35a-4
AT4G26810	AT4G26810	SWIB/MDM2 domain-containing protein
AT5G57785	AT5G57785	uncharacterized protein
AT1G28306	AT1G28306	self-incompatibility protein S1 family protein
AT2G27775	AT2G27775	uncharacterized protein
AT3G60860	AT3G60860	SEC7-like guanine nucleotide exchange family protein
AT3G47348	AT3G47348	snoRNA
AT1G57660	AT1G57660	60S ribosomal protein L21-2
AT4G04692	AT4G04692	pseudogene
AT1G19086	AT1G19086	uncharacterized protein
AT1G05870	AT1G05870	uncharacterized protein
AT2G24410	AT2G24410	uncharacterized protein
AT5G35495	AT5G35495
AT1G07540	TRFL2	telomere repeat-binding protein 5
AT2G36740	SWC2	vacuolar protein sorting-associated protein 72
AT5G20410	MGD2	Monogalactosyldiacylglycerol synthase 2
AT3G14550	GGPS3	geranylgeranyl diphosphate synthase 3
AT1G78820	AT1G78820	D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
AT2G10540	AT2G10540	transposable element gene
AT5G37570	AT5G37570	pentatricopeptide repeat-containing protein
AT4G14455	BS14B	Bet1-like SNARE 1-2
AT2G35020	GlcNAc1pUT2	putative UDP-N-acetylglucosamine pyrophosphorylase
AT3G03852	AT3G03852	pre-tRNA
AT3G03080	AT3G03080	2-alkenal reductase
AT3G46620	AT3G46620	C3H4 type zinc finger protein
AT4G07370	AT4G07370
AT5G56760	SAT-52	serine acetyltransferase 5
AT3G49570	LSU3	response to low sulfur 3 protein
AT2G31670	AT2G31670	Stress responsive alpha-beta barrel domain protein
AT3G62770	AtATG18a	transducin/WD40 domain-containing protein
AT5G07690	MYB29	myb domain protein 29
AT3G05270	AT3G05270	filament-like plant protein 3
AT5G66631	AT5G66631	pentatricopeptide repeat-containing protein
AT1G02220	ANAC003	NAC domain-containing protein 3
AT1G68700	AT1G68700	uncharacterized protein
AT1G74420	FUT3	fucosyltransferase 3
AT3G57760	AT3G57760	protein kinase family protein
AT1G64820	AT1G64820	MATE efflux family protein
AT2G06880	AT2G06880	transposable element gene
AT4G33280	AT4G33280	B3 domain-containing protein REM16
AT5G65800	ETO2	1-aminocyclopropane-1-carboxylate synthase 5
AT5G41670	AT5G41670	6-phosphogluconate dehydrogenase
AT1G56680	AT1G56680	chitinase-like protein
AT5G07760	AT5G07760	formin homology 2 domain-containing protein
AT2G01037	AT2G01037	transposable element gene
AT5G32600	AT5G32600	transposable element gene
AT1G34700	AT1G34700	transposable element gene
AT4G28760	AT4G28760	uncharacterized protein
AT5G58190	ECT10	evolutionarily conserved C-terminal region 10
AT1G30330	ARF6	auxin response factor 6
AT1G77200	AT1G77200	ethylene-responsive transcription factor ERF037
AT1G75280	AT1G75280	Isoflavone reductase-P3
AT5G66030	ATGRIP	protein GRIP
AT5G23395	MIA40	Cox19-like CHCH family protein
AT3G23810	SAHH2	adenosylhomocysteinase 2
AT5G57720	AT5G57720	AP2/B3 domain-containing protein
AT5G49100	AT5G49100	uncharacterized protein
AT1G55680	AT1G55680	transducin/WD-40 repeat-containing protein
AT3G26290	CYP71B26	cytochrome P450 71B26
AT1G34000	OHP2	one-helix protein 2
AT1G04410	AT1G04410	malate dehydrogenase
AT5G14011	AT5G14011	uncharacterized protein
AT2G19260	AT2G19260	RING/FYVE/PHD zinc finger-containing protein
AT4G32070	Phox4	octicosapeptide/Phox/Bem1p and tetratricopeptide repeat domain-containing protein
AT5G46920	AT5G46920	Intron maturase, type II family protein
AT3G19490	NHD1	sodium:hydrogen antiporter 1
AT5G28916	AT5G28916	transposable element gene
AT5G30520	AT5G30520	uncharacterized protein
AT2G02220	PSKR1	phytosulfokin receptor 1
AT1G03570	AT1G03570	pre-tRNA
AT3G04420	anac048	NAC domain containing protein 48
AT3G18050	AT3G18050	uncharacterized protein
AT5G43860	ATCLH2	chlorophyllase 2
AT5G46440	AT5G46440	uncharacterized protein
AT1G28520	VOZ1	vascular plant one zinc finger protein
AT1G36830	AT1G36830	transposable element gene
AT3G51370	AT3G51370	putative protein phosphatase 2C 46
AT2G22110	AT2G22110	(AT5G38155) tRNA
AT3G63052	AT3G63052	uncharacterized protein
AT3G29633	AT3G29633	uncharacterized protein
AT5G19600	SULTR3;5	putative sulfate transporter 3.5
AT3G53990	AT3G53990	universal stress protein (USP) family protein
AT3G61118	AT3G61118	other RNA
AT2G42130	AT2G42130	putative plastid-lipid-associated protein 13
AT2G22941	AT2G22941	putative defensin-like protein 191
AT4G26980	AT4G26980	uncharacterized protein
AT3G24890	VAMP728	vesicle-associated membrane protein 728
AT4G12500	AT4G12500	bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein
AT1G52185	MIR406	MIR406 miRNA
AT3G24070	AT3G24070	Zinc knuckle (CCHC-type) family protein
AT1G63245	CLE14	CLAVATA3/ESR-related protein 14
AT5G29646	AT5G29646	transposable element gene
AT1G66180	AT1G66180	aspartyl protease-like protein
AT2G16940	AT2G16940	splicing factor, CC1-like protein
AT1G07790	HTB1	histone H2B
AT2G21030	AT2G21030	uncharacterized protein
AT1G07720	KCS3	3-ketoacyl-CoA synthase 3
AT3G20580	COBL10	COBRA-like protein 10
AT3G54680	AT3G54680	proteophosphoglycan-related protein
AT5G53040	AT5G53040	RWP-RK domain-containing protein
AT3G45190	AT3G45190	SIT4 phosphatase-associated family protein
AT2G02630	AT2G02630	cysteine/histidine-rich C1 domain-containing protein
AT3G44340	CEF	transport protein sec24-like CEF
AT2G11740	AT2G11740	transposable element gene
AT2G14000	AT2G14000	retrotransposon ORF-1 protein
AT1G05060	AT1G05060	uncharacterized protein
AT1G42220	AT1G42220	transposable element gene
AT3G60570	ATEXPB5	expansin B5
AT3G06540	REP	Rab escort protein
AT1G55960	AT1G55960	putative polyketide cyclase/dehydrase and lipid transport-like protein
AT1G77700	AT1G77700	pathogenesis-related thaumatin-like protein
AT1G75510	AT1G75510	transcription initiation factor TFIIF beta subunit
AT3G43340	AT3G43340	Pseudouridine synthase family protein
AT4G28560	RIC7	ROP-interactive CRIB motif-containing protein 7
AT2G47660	AT2G47660	uncharacterized protein
AT1G15240	AT1G15240	phox (PX) domain-containing protein
AT1G07980	NF-YC10	DNA polymerase epsilon subunit 4
AT4G21930	AT4G21930	uncharacterized protein
AT1G01740	AT1G01740	tetratricopeptide repeat domain-containing protein kinase
AT2G12010	AT2G12010	transposable element gene
AT2G03830	RGF8	uncharacterized protein
AT5G25350	EBF2	EIN3-binding F-box protein 2
AT3G16670	AT3G16670	Pollen Ole e 1 allergen and extensin family protein
AT3G29050	AT3G29050	receptor-like protein kinase-related protein
AT1G62914	AT1G62914	pentatricopeptide repeat-containing protein
AT5G28000	AT5G28000	SRPBCC ligand-binding domain-containing protein
AT1G53090	SPA4	SPA1-related 4 protein
AT2G17064	AT2G17064	Pseudogene of AT2G17080
AT1G74448	AT1G74448	uncharacterized protein
AT2G01990	AT2G01990	uncharacterized protein
AT3G17380	AT3G17380	TRAF-like family protein
AT4G09770	AT4G09770	TRAF-like family protein
AT5G23600	AT5G23600	tRNA 2'phosphotransferase
AT1G52827	CDT1	cadmium tolerance 1
AT4G02870	AT4G02870	uncharacterized protein
AT1G47690	AT1G47690	uncharacterized protein
AT3G20810	JMJD5	transcription factor jumonji (jmjC) domain-containing protein
AT1G49590	AT1G49590	C2H2 and C2HC zinc finger protein
AT1G78420	AT1G78420	RING/U-box domain-containing protein
AT5G15350	AtENODL17	Lamin-like protein
AT1G32970	AT1G32970	Subtilisin-like serine endopeptidase family protein
AT1G36035	AT1G36035	transposable element gene
AT4G29770	AT4G29770	uncharacterized protein
AT5G41850	AT5G41850	predicted esterase-like protein
AT3G07440	AT3G07440	uncharacterized protein
AT5G49250	AT5G49250	Beta-galactosidase related protein
AT5G55750	AT5G55750	hydroxyproline-rich glycoprotein family protein
AT4G08200	AT4G08200	transposable element gene
AT5G27310	AT5G27310	Transcription factor IIS family protein
AT4G04955	ATALN	allantoinase
AT2G27380	ATEPR1	proline-rich extensin-like protein EPR1
AT3G47580	AT3G47580	leucine-rich repeat protein kinase-like protein
AT1G57030	AT1G57030	pre-tRNA
AT3G23640	HGL1	heteroglycan glucosidase 1
